#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,Genes,Host,Modify Date,RefSeq category,tRNA
"Proteus mirabilis HI4320","Bacteria;Proteobacteria;Gammaproteobacteria","HI4320","SAMEA1705945","PRJNA12624","GCA_000069965.1","Complete",4.0999,38.8761,"chromosome:NC_010554.1/AM942759.1; plasmid pHI4320:NC_010555.1/AM942760.1",,2,3634,"2008-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/069/965/GCA_000069965.1_ASM6996v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/069/965/GCF_000069965.1_ASM6996v1",3812,"human","2017-05-28T00:00:00Z","representative",83
"Serratia marcescens subsp. marcescens Db11","Bacteria;Proteobacteria;Gammaproteobacteria","Db11","SAMEA3138834","PRJEB4201","GCA_000513215.1","Complete",5.1138,59.5,"chromosome I:NZ_HG326223.1/HG326223.1",,1,4678,"2013-11-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/513/215/GCA_000513215.1_DB11","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/513/215/GCF_000513215.1_DB11",4848,"human","2017-03-24T00:00:00Z","representative",87
"Stenotrophomonas maltophilia K279a","Bacteria;Proteobacteria;Gammaproteobacteria","K279a","SAMEA1705934","PRJNA30351","GCA_000072485.1","Complete",4.85113,66.3,"chromosome:NC_010943.1/AM743169.1",,1,4368,"2008-04-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/072/485/GCA_000072485.1_ASM7248v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/072/485/GCF_000072485.1_ASM7248v1",4522,"human","2017-06-15T00:00:00Z","representative",74
"Gordonia bronchialis DSM 43247","Bacteria;Terrabacteria group;Actinobacteria","DSM 43247","SAMN00002600","PRJNA29549","GCA_000024785.1","Complete",5.29001,67.0692,"chromosome:NC_013441.1/CP001802.1; plasmid pGBRO01:NC_013442.1/CP001803.1",,2,4601,"2009-10-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/785/GCA_000024785.1_ASM2478v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/785/GCF_000024785.1_ASM2478v1",4934,"human","2017-05-18T00:00:00Z","representative",47
"Mycoplasma hominis ATCC 23114","Bacteria;Terrabacteria group;Tenericutes","ATCC 23114","SAMEA2272593","PRJEA53147","GCA_000085865.1","Complete",0.665445,27.1,"chromosome:NC_013511.1/FP236530.1",,1,549,"2009-11-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/085/865/GCA_000085865.1_ASM8586v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/085/865/GCF_000085865.1_ASM8586v1",599,"human","2017-03-30T00:00:00Z","representative",33
"Streptobacillus moniliformis DSM 12112","Bacteria;Fusobacteria;Fusobacteriia","DSM 12112","SAMN00002603","PRJNA29309","GCA_000024565.1","Complete",1.67328,26.2655,"chromosome:NC_013515.1/CP001779.1; plasmid pSMON01:NC_013516.1/CP001780.1",,2,1436,"2009-11-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/565/GCA_000024565.1_ASM2456v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/565/GCF_000024565.1_ASM2456v1",1540,"human","2017-03-30T00:00:00Z","representative",39
"Gardnerella vaginalis 409-05","Bacteria;Terrabacteria group;Actinobacteria","409-05","SAMN02299422","PRJNA31001","GCA_000025205.1","Complete",1.61755,42,"chromosome:NC_013721.1/CP001849.1",,1,1252,"2010-01-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/205/GCA_000025205.1_ASM2520v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/205/GCF_000025205.1_ASM2520v1",1340,"human","2017-03-30T00:00:00Z","representative",45
"Acidaminococcus fermentans DSM 20731","Bacteria;Terrabacteria group;Firmicutes","DSM 20731","SAMN02598507","PRJNA33685","GCA_000025305.1","Complete",2.32977,55.8,"chromosome:NC_013740.1/CP001859.1",,1,2040,"2010-01-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/305/GCA_000025305.1_ASM2530v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/305/GCF_000025305.1_ASM2530v1",2164,"human","2017-04-07T00:00:00Z","representative",60
"Streptococcus mitis B6","Bacteria;Terrabacteria group;Firmicutes","B6","SAMEA3138244","PRJNA16302","GCA_000027165.1","Complete",2.14661,40,"chromosome:NC_013853.1/FN568063.1",,1,2002,"2010-02-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/027/165/GCA_000027165.1_ASM2716v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/027/165/GCF_000027165.1_ASM2716v1",2096,"human","2016-08-28T00:00:00Z","reference",61
"Staphylococcus lugdunensis HKU09-01","Bacteria;Terrabacteria group;Firmicutes","HKU09-01","SAMN02603957","PRJNA42395","GCA_000025085.1","Complete",2.65837,33.9,"chromosome:NC_013893.1/CP001837.1",,1,2425,"2010-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/085/GCA_000025085.1_ASM2508v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/085/GCF_000025085.1_ASM2508v1",2567,"human","2017-03-30T00:00:00Z","representative",60
"Leptospira interrogans serovar Lai str. 56601","Bacteria;Spirochaetes;Spirochaetia","56601","SAMN02603127","PRJNA293","GCA_000092565.1","Complete",4.69813,35.0076,"chromosome I:NC_004342.2/AE010300.2; chromosome II:NC_004343.2/AE010301.2",,2,3683,"2002-10-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/565/GCA_000092565.1_ASM9256v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/565/GCF_000092565.1_ASM9256v1",3741,"human","2016-08-03T00:00:00Z","reference",37
"Treponema pallidum subsp. pallidum str. Sea 81-4","Bacteria;Spirochaetes;Spirochaetia","Sea 81-4","SAMN03081438","PRJNA74337","GCA_000604125.1","Complete",1.1392,52.8,"chromosome:NZ_CP003679.1/CP003679.1",,1,960,"2014-03-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/604/125/GCA_000604125.1_ASM60412v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/604/125/GCF_000604125.1_ASM60412v1",1068,"human","2017-10-21T00:00:00Z","representative",45
"Bordetella holmesii ATCC 51541","Bacteria;Proteobacteria;Betaproteobacteria","ATCC 51541","SAMN02189846","PRJNA178410","GCA_000612485.1","Complete",3.69967,62.7,"chromosome:NZ_CP007494.1/CP007494.1",,1,3004,"2014-04-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/612/485/GCA_000612485.1_ASM61248v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/612/485/GCF_000612485.1_ASM61248v1",3643,"human","2017-04-02T00:00:00Z","representative",56
"Streptococcus pyogenes M1 GAS","Bacteria;Terrabacteria group;Firmicutes","SF370","SAMN02604089","PRJNA269","GCA_000006785.2","Complete",1.85243,38.5,"chromosome:NC_002737.2/AE004092.2",,1,1693,"2001-04-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/785/GCA_000006785.2_ASM678v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/785/GCF_000006785.2_ASM678v2",1801,"human","2017-10-12T00:00:00Z","reference",60
"Citrobacter freundii CFNIH1","Bacteria;Proteobacteria;Gammaproteobacteria","CFNIH1","SAMN02713684","PRJNA202883","GCA_000648515.1","Complete",5.37133,52.2253,"chromosome:NZ_CP007557.1/CP007557.1; plasmid pKEC-a3c:NZ_CP007558.1/CP007558.1",,2,5068,"2014-04-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/648/515/GCA_000648515.1_ASM64851v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/648/515/GCF_000648515.1_ASM64851v1",5420,"human","2017-04-02T00:00:00Z","representative",83
"Enterobacter cloacae subsp. cloacae ATCC 13047","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 13047","SAMN02603901","PRJNA45793","GCA_000025565.1","Complete",5.5988,54.5971,"chromosome:NC_014121.1/CP001918.1; plasmid pECL_A:NC_014107.1/CP001919.1; plasmid pECL_B:NC_014108.1/CP001920.1",,3,5518,"2010-04-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/565/GCA_000025565.1_ASM2556v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/565/GCF_000025565.1_ASM2556v1",5639,"human","2017-03-22T00:00:00Z","reference",84
"Moraxella catarrhalis BBH18","Bacteria;Proteobacteria;Gammaproteobacteria","BBH18","SAMN02603777","PRJNA46869","GCA_000092265.1","Complete",1.86329,41.7,"chromosome:NC_014147.1/CP002005.1",,1,1622,"2010-05-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/265/GCA_000092265.1_ASM9226v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/265/GCF_000092265.1_ASM9226v1",1733,"human","2017-03-30T00:00:00Z","representative",50
"Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111","Bacteria;Terrabacteria group;Actinobacteria","DSM 43111","SAMN02598425","PRJNA19709","GCA_000092985.1","Complete",6.54331,72.7052,"chromosome 1:NC_014210.1/CP002040.1; chromosome 2:NC_014211.1/CP002041.1",,2,5396,"2010-05-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/985/GCA_000092985.1_ASM9298v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/985/GCF_000092985.1_ASM9298v1",5576,"human","2017-05-19T00:00:00Z","representative",56
"Arcanobacterium haemolyticum DSM 20595","Bacteria;Terrabacteria group;Actinobacteria","DSM 20595","SAMN02598519","PRJNA37925","GCA_000092365.1","Complete",1.98615,53.1,"chromosome:NC_014218.1/CP002045.1",,1,1750,"2010-05-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/365/GCA_000092365.1_ASM9236v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/365/GCF_000092365.1_ASM9236v1",1858,"human","2017-04-07T00:00:00Z","representative",50
"Waddlia chondrophila WSU 86-1044","Bacteria;PVC group;Chlamydiae","WSU 86-1044","SAMN02603402","PRJNA43761","GCA_000092785.1","Complete",2.13191,43.7547,"chromosome:NC_014225.1/CP001928.1; plasmid pWc:NC_014226.1/CP001929.1",,2,1854,"2010-06-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/785/GCA_000092785.1_ASM9278v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/785/GCF_000092785.1_ASM9278v1",1933,"human","2017-03-22T00:00:00Z","representative",37
"Actinotignum schaalii","Bacteria;Terrabacteria group;Actinobacteria","CCUG 27420","SAMN02900471","PRJNA247940","GCA_000724605.1","Complete",2.15931,62.2,"chromosome:NZ_CP008802.1/CP008802.1",,1,1693,"2014-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/724/605/GCA_000724605.1_ASM72460v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/724/605/GCF_000724605.1_ASM72460v1",1804,"human","2017-09-25T00:00:00Z","representative",46
"Borreliella valaisiana Tom4006","Bacteria;Spirochaetes;Spirochaetia","Tom4006","SAMN02374895","PRJNA218504","GCA_000739475.1","Complete",0.992695,27.9977,"chromosome:NZ_CP009117.1/CP009117.1; plasmid cp26:NZ_CP009118.1/CP009118.1; plasmid lp54:NZ_CP009119.1/CP009119.1",,3,904,"2014-08-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/739/475/GCA_000739475.1_ASM73947v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/475/GCF_000739475.1_ASM73947v1",956,"human","2017-09-25T00:00:00Z","representative",32
"Elizabethkingia anophelis NUHP1","Bacteria;FCB group;Bacteroidetes/Chlorobi group","NUHP1","SAMN02470988","PRJNA205476","GCA_000495935.2","Complete",4.36983,35.6,"chromosome:NZ_CP007547.1/CP007547.1",,1,3912,"2014-08-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/495/935/GCA_000495935.2_ASM49593v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/495/935/GCF_000495935.2_ASM49593v2",4039,"human","2017-04-02T00:00:00Z","representative",51
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AB030","SAMN02940899","PRJNA256157","GCA_000746645.1","Complete",4.33579,39,"chromosome:NZ_CP009257.1/CP009257.1",,1,3953,"2014-08-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/645/GCA_000746645.1_ASM74664v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/645/GCF_000746645.1_ASM74664v1",4296,"human","2017-03-16T00:00:00Z","representative",73
"Pasteurella multocida","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC 43137","SAMN02904551","PRJNA244572","GCA_000754275.1","Complete",2.27184,40.4,"chromosome:NZ_CP008918.1/CP008918.1",,1,2021,"2014-09-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/754/275/GCA_000754275.1_ASM75427v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/754/275/GCF_000754275.1_ASM75427v1",2128,"human","2017-04-02T00:00:00Z","representative",57
"Pluralibacter gergoviae","Bacteria;Proteobacteria;Gammaproteobacteria","FB2","SAMN03031196","PRJNA260760","GCA_000757785.1","Complete",5.48968,59.1,"chromosome:NZ_CP009450.1/CP009450.1",,1,4927,"2014-09-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/757/785/GCA_000757785.1_ASM75778v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/757/785/GCF_000757785.1_ASM75778v1",5222,"human","2017-04-02T00:00:00Z","representative",84
"Cedecea neteri","Bacteria;Proteobacteria;Gammaproteobacteria","SSMD04","SAMN03003593","PRJNA258438","GCA_000757825.1","Complete",4.87644,55.1,"chromosome:NZ_CP009451.1/CP009451.1",,1,4417,"2014-09-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/757/825/GCA_000757825.1_ASM75782v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/757/825/GCF_000757825.1_ASM75782v1",4617,"human","2017-04-09T00:00:00Z","representative",81
"Streptococcus salivarius","Bacteria;Terrabacteria group;Firmicutes","NCTC 8618","SAMN03174835","PRJNA266841","GCA_000785515.1","Complete",2.18892,40.1,"chromosome:NZ_CP009913.1/CP009913.1",,1,1903,"2014-11-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/785/515/GCA_000785515.1_ASM78551v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/785/515/GCF_000785515.1_ASM78551v1",2068,"human","2017-04-02T00:00:00Z","representative",68
"Parvimonas micra","Bacteria;Terrabacteria group;Firmicutes","KCOM 1535; ChDC B708","SAMN03135876","PRJNA264589","GCA_000800295.1","Complete",1.62701,28.6,"chromosome:NZ_CP009761.1/CP009761.1",,1,1438,"2014-12-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/295/GCA_000800295.1_ASM80029v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/295/GCF_000800295.1_ASM80029v1",1531,"human","2017-04-09T00:00:00Z","representative",41
"Streptococcus iniae","Bacteria;Terrabacteria group;Firmicutes","YSFST01-82","SAMN03286870","PRJNA271544","GCA_000831485.1","Complete",2.08696,36.8,"chromosome:NZ_CP010783.1/CP010783.1",,1,1863,"2015-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/485/GCA_000831485.1_ASM83148v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/831/485/GCF_000831485.1_ASM83148v1",2020,"human","2017-04-03T00:00:00Z","representative",58
"Prevotella denticola F0289","Bacteria;FCB group;Bacteroidetes/Chlorobi group","F0289","SAMN00031760","PRJNA49293","GCA_000193395.1","Complete",2.93759,50.4,"chromosome:NC_015311.1/CP002589.1",,1,2268,"2011-03-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/193/395/GCA_000193395.1_ASM19339v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/395/GCF_000193395.1_ASM19339v1",2398,"human","2017-04-07T00:00:00Z","representative",49
"Staphylococcus pseudintermedius HKU10-03","Bacteria;Terrabacteria group;Firmicutes","HKU10-03","SAMN02603958","PRJNA61283","GCA_000185885.1","Complete",2.61738,37.5,"chromosome:NC_014925.1/CP002439.1",,1,2384,"2011-01-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/885/GCA_000185885.1_ASM18588v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/885/GCF_000185885.1_ASM18588v1",2517,"human","2017-03-30T00:00:00Z","representative",59
"Bordetella pertussis Tohama I","Bacteria;Proteobacteria;Betaproteobacteria","Tohama I","SAMEA1705933","PRJNA26","GCA_000195715.1","Complete",4.08619,67.7,"chromosome:NC_002929.2/BX470248.1",,1,3425,"2001-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/715/GCA_000195715.1_ASM19571v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/715/GCF_000195715.1_ASM19571v1",3856,"human","2016-08-28T00:00:00Z","reference",51
"Rickettsia prowazekii str. Madrid E","Bacteria;Proteobacteria;Alphaproteobacteria","Madrid E","SAMEA3138318","PRJNA43","GCA_000195735.1","Complete",1.11152,29,"chromosome:NC_000963.1/AJ235269.1",,1,843,"2001-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/735/GCA_000195735.1_ASM19573v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/735/GCF_000195735.1_ASM19573v1",889,"human","2016-08-28T00:00:00Z","reference",33
"Mycobacterium leprae TN","Bacteria;Terrabacteria group;Actinobacteria","TN","SAMEA1705921","PRJNA90","GCA_000195855.1","Complete",3.2682,57.8,"chromosome:NC_002677.1/AL450380.1",,1,1605,"2001-10-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/855/GCA_000195855.1_ASM19585v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/855/GCF_000195855.1_ASM19585v1",2770,"human","2016-08-28T00:00:00Z","reference",45
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","Bacteria;Proteobacteria;Gammaproteobacteria","CT18","SAMEA1705914","PRJNA236","GCA_000195995.1","Complete",5.13371,51.8776,"chromosome:NC_003198.1/AL513382.1; plasmid pHCM1:NC_003384.1/AL513383.1; plasmid pHCM2:NC_003385.1/AL513384.1",,3,4473,"2001-11-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/995/GCA_000195995.1_ASM19599v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/995/GCF_000195995.1_ASM19599v1",4829,"human","2017-04-14T00:00:00Z","reference",80
"Cupriavidus metallidurans CH34","Bacteria;Proteobacteria;Betaproteobacteria","CH34","SAMN02598450","PRJNA250","GCA_000196015.1","Complete",6.91335,63.5184,"chromosome:NC_007973.1/CP000352.1; plasmid megaplasmid:NC_007974.2/CP000353.2; plasmid pMOL28:NC_007972.2/CP000355.2; plasmid pMOL30:NC_007971.2/CP000354.2",,4,6316,"2006-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/015/GCA_000196015.1_ASM19601v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/015/GCF_000196015.1_ASM19601v1",6517,"human","2017-05-18T00:00:00Z","representative",63
"Listeria monocytogenes EGD-e","Bacteria;Terrabacteria group;Firmicutes","EGD-e","SAMEA3138329","PRJNA276","GCA_000196035.1","Complete",2.94453,38,"chromosome:NC_003210.1/AL591824.1",,1,2867,"2001-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/035/GCA_000196035.1_ASM19603v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/035/GCF_000196035.1_ASM19603v1",3055,"human","2016-08-28T00:00:00Z","reference",67
"Vibrio parahaemolyticus RIMD 2210633","Bacteria;Proteobacteria;Gammaproteobacteria","O3:K6 substr. RIMD 2210633","SAMD00058707","PRJNA360","GCA_000196095.1","Complete",5.16577,45.4,"chromosome 1:NC_004603.1/BA000031.2; chromosome 2:NC_004605.1/BA000032.2",,2,4831,"2003-03-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/095/GCA_000196095.1_ASM19609v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/095/GCF_000196095.1_ASM19609v1",4991,"human","2016-08-28T00:00:00Z","reference",126
"Legionella longbeachae NSW150","Bacteria;Proteobacteria;Gammaproteobacteria","NSW150","SAMEA2272007","PRJEA39579","GCA_000091785.1","Complete",4.14916,37.119,"chromosome:NC_013861.1/FN650140.1; plasmid pLLO:NC_014544.1/FN650141.1",,2,3478,"2010-02-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/785/GCA_000091785.1_ASM9178v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/785/GCF_000091785.1_ASM9178v1",3609,"human","2017-05-18T00:00:00Z","representative",46
"Mycoplasma fermentans M64","Bacteria;Terrabacteria group;Tenericutes","M64","SAMN02604339","PRJNA13415","GCA_000186005.1","Complete",1.11875,26.9,"chromosome:NC_014921.1/CP002458.1",,1,938,"2011-01-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/005/GCA_000186005.1_ASM18600v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/005/GCF_000186005.1_ASM18600v1",1015,"human","2017-04-07T00:00:00Z","representative",35
"Odoribacter splanchnicus DSM 20712","Bacteria;FCB group;Bacteroidetes/Chlorobi group","DSM 220712","SAMN00713588","PRJNA43469","GCA_000190535.1","Complete",4.39229,43.4,"chromosome:NC_015160.1/CP002544.1",,1,3566,"2011-02-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/190/535/GCA_000190535.1_ASM19053v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/535/GCF_000190535.1_ASM19053v1",3753,"human","2017-04-17T00:00:00Z","representative",60
"Porphyromonas asaccharolytica DSM 20707","Bacteria;FCB group;Bacteroidetes/Chlorobi group","DSM 20707","SAMN00713611","PRJNA51745","GCA_000212375.1","Complete",2.18637,52.5,"chromosome:NC_015501.1/CP002689.1",,1,1688,"2011-05-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/212/375/GCA_000212375.1_ASM21237v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/212/375/GCF_000212375.1_ASM21237v1",1785,"human","2017-04-07T00:00:00Z","representative",47
"Corynebacterium resistens DSM 45100","Bacteria;Terrabacteria group;Actinobacteria","DSM 45100","SAMN02603065","PRJNA39683","GCA_000177535.2","Complete",2.60131,57.1,"chromosome:NC_015673.1/CP002857.1",,1,2139,"2011-06-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/177/535/GCA_000177535.2_ASM17753v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/535/GCF_000177535.2_ASM17753v2",2269,"human","2018-04-04T00:00:00Z","representative",51
"Klebsiella aerogenes KCTC 2190","Bacteria;Proteobacteria;Gammaproteobacteria","KCTC 2190","SAMN02603581","PRJNA66537","GCA_000215745.1","Complete",5.28035,54.8,"chromosome:NC_015663.1/CP002824.1",,1,4912,"2011-06-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/745/GCA_000215745.1_ASM21574v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/745/GCF_000215745.1_ASM21574v1",5021,"human","2016-08-28T00:00:00Z","reference",84
"Helicobacter felis ATCC 49179","Bacteria;Proteobacteria;delta/epsilon subdivisions","ATCC 49179","SAMEA2272759","PRJEA61189","GCA_000200595.1","Complete",1.67268,44.5,"chromosome:NC_014810.2/FQ670179.2",,1,1610,"2010-12-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/200/595/GCA_000200595.1_ASM20059v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/200/595/GCF_000200595.1_ASM20059v1",1696,"human","2017-04-07T00:00:00Z","representative",36
"Borreliella bissettii DN127","Bacteria;Spirochaetes;Spirochaetia","DN127","SAMN02604204","PRJNA29363","GCA_000222305.1","Complete",1.40344,28.33,"chromosome:NC_015921.1/CP002746.1; plasmid cp26:NC_015907.1/CP002747.1; plasmid cp32-11:NC_015903.1/CP002748.1; plasmid cp32-3:NC_015908.1/CP002749.1; plasmid cp32-4:NC_015904.1/CP002750.1; plasmid cp32-5:NC_015909.1/CP002751.1; plasmid cp32-6:NC_015905.1/CP002752.1; plasmid cp32-7:NC_015910.1/CP002753.1; plasmid cp32-quad:NC_015906.1/CP002754.1; plasmid cp9:NC_015911.1/CP002755.1; plasmid lp17:NC_015915.1/CP002756.1; plasmid lp25:NC_015922.1/CP002757.1; plasmid lp28-3:NC_015916.1/CP002758.1; plasmid lp28-4:NC_015917.1/CP002759.1; plasmid lp28-7:NC_015918.1/CP002760.1; plasmid lp54:NC_015919.1/CP002761.1; plasmid lp56:NC_015920.1/CP002762.1",,17,1326,"2011-08-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/305/GCA_000222305.1_ASM22230v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/305/GCF_000222305.1_ASM22230v1",1472,"human","2017-09-04T00:00:00Z","representative",32
"Acidaminococcus intestini RyC-MR95","Bacteria;Terrabacteria group;Firmicutes","RyC-MR95","SAMN02603738","PRJNA32215","GCA_000230275.1","Complete",2.48777,50,"chromosome:NC_016077.1/CP003058.1",,1,2305,"2011-10-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/275/GCA_000230275.1_ASM23027v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/230/275/GCF_000230275.1_ASM23027v1",2417,"human","2017-04-07T00:00:00Z","representative",52
